msndate,country_flying_mission,tgt_country,tgt_location,tgt_type,tgt_industry,aircraft_name,latitude,longitude
8/15/1943,usa,italy,spadafora,,,a36,38.22,15.37
2/20/1945,usa,philippine islands,puerta princesa,unidentified target,,a20,9.75,118.75
8/15/1943,usa,italy,cosenza,,,a36,39.27,16.25
8/15/1943,usa,italy,gioja tauro,,,a36,38.43,15.9
2/23/1945,usa,philippine islands,balete pass,wooded area,,a20,16.08333333,120.9166667
2/26/1945,usa,philippine islands,puerta princesa,unidentified target,,a20,9.75,118.75
3/11/1945,usa,formosa and ryukyu islands,formosa,unidentified target,,b25,24.0,121.0
3/11/1945,usa,philippine islands,caballo,unidentified target,,p47,14.33333333,120.5833333
8/15/1943,usa,italy,scilla,,,a36,38.23,15.72
8/15/1943,usa,italy,gioja tauro,,armament and ordnance plants,a36,38.43,15.9
3/20/1945,usa,french indo china,hinh dina,shipping,,b25,13.58333333,109.0
8/15/1943,great britain,germany,berlin,city area,cities towns and urban areas,light,52.53,13.42
8/15/1943,great britain,germany,berlin,city area,cities towns and urban areas,light,52.53,13.42
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,,france,amiens,airdrome,air fields and airdromes,b17,49.9,2.3
8/15/1943,,france,amiens,airdrome,air fields and airdromes,b17,49.9,2.3
8/15/1943,,france,amiens,airdrome,air fields and airdromes,b17,49.9,2.3
8/15/1943,,france,amiens,airdrome,air fields and airdromes,b17,49.9,2.3
8/15/1943,,france,amiens,airdrome,air fields and airdromes,b17,49.9,2.3
8/15/1943,,france,amiens,airdrome,air fields and airdromes,b17,49.9,2.3
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,,france,amiens,airdrome,air fields and airdromes,b17,49.9,2.3
8/15/1943,,france,amiens,airdrome,air fields and airdromes,b17,49.9,2.3
8/15/1943,,france,amiens,airdrome,air fields and airdromes,b17,49.9,2.3
8/15/1943,,holland or netherlands,flushing,,ports and harbors,b17,51.4,3.53
8/15/1943,,holland or netherlands,flushing,,ports and harbors,b17,51.4,3.53
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,,france,merville,airdrome,air fields and airdromes,b17,50.63,2.63
8/15/1943,,france,merville,airdrome,air fields and airdromes,b17,50.63,2.63
8/15/1943,,france,merville,airdrome,air fields and airdromes,b17,50.63,2.63
8/15/1943,,france,merville,airdrome,air fields and airdromes,b17,50.63,2.63
8/15/1943,,france,merville,airdrome,air fields and airdromes,b17,50.63,2.63
8/15/1943,,france,merville,airdrome,air fields and airdromes,b17,50.63,2.63
8/15/1943,,france,lille,airdrome,air fields and airdromes,b17,50.63,3.07
8/15/1943,,france,lille,airdrome,air fields and airdromes,b17,50.63,3.07
8/15/1943,,france,lille,airdrome,air fields and airdromes,b17,50.63,3.07
8/15/1943,,france,merville,airdrome,air fields and airdromes,b17,50.63,2.63
8/15/1943,,france,merville,airdrome,air fields and airdromes,b17,50.63,2.63
8/15/1943,,france,merville,airdrome,air fields and airdromes,b17,50.63,2.63
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,,holland or netherlands,flushing,,air fields and airdromes,b17,51.4,3.53
8/15/1943,great britain,germany,dusseldorf,city area,cities towns and urban areas,lancaster,51.22,6.78
8/15/1943,,france,abbeville,,"""rr installations,  tracks,  marshalling yards,  and stations""",b26,50.1,1.83
8/15/1943,,france,abbeville,,"""rr installations,  tracks,  marshalling yards,  and stations""",b26,50.1,1.83
8/15/1943,,france,st omer,airdrome,air fields and airdromes,b26,50.75,2.25
8/15/1943,,france,st omer,airdrome,air fields and airdromes,b26,50.75,2.25
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,,france,vitry en artois,airdrome,air fields and airdromes,b17,50.33,2.98
8/15/1943,usa,italy,agata,shipping,ships,b25,38.08,14.63
8/15/1943,usa,italy,agata,shipping,ships,b25,38.08,14.63
8/15/1943,usa,italy,messina,road,highways and vehicles,b25,38.18,15.57
8/15/1943,usa,italy,messina,road,highways and vehicles,b25,38.18,15.57
8/15/1943,usa,italy,sapri,marshall yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b26,40.07,15.63
8/15/1943,usa,italy,sapri,marshall yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b26,40.07,15.63
8/15/1943,usa,italy,37 20 n 014 00 e,supplies,supply dumps and warehouses,a20,37.33,14.0
8/15/1943,usa,italy,37 20 n 014 00 e,supplies,supply dumps and warehouses,a20,37.33,14.0
8/15/1943,usa,italy,37 20 n 014 00 e,supplies,supply dumps and warehouses,a20,37.33,14.0
8/15/1943,usa,italy,sibari,marshalling yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b25,39.78,16.47
8/15/1943,usa,italy,sibari,marshalling yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b25,39.78,16.47
8/15/1943,usa,italy,sibari,marshalling yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b25,39.78,16.47
8/15/1943,usa,italy,sibari,marshalling yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b25,39.78,16.47
8/15/1943,usa,italy,sibari,marshalling yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b25,39.78,16.47
8/15/1943,usa,italy,sibari,marshalling yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b25,39.78,16.47
8/15/1943,usa,italy,sibari,marshalling yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b25,39.78,16.47
8/15/1943,usa,italy,sibari,marshalling yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b25,39.78,16.47
8/15/1943,usa,italy,milan,city area,cities towns and urban areas,lancaster,45.45,9.15
8/15/1943,usa,italy,milan,city area,cities towns and urban areas,lancaster,45.45,9.15
8/15/1943,usa,italy,milan,city area,cities towns and urban areas,lancaster,45.45,9.15
8/15/1943,usa,coral sea area,arawe,unidentified target,,b17,-6.166666667,149.0666667
3/24/1945,usa,philippine islands,cebu,unidentified target,,a20,10.321389,123.754722
8/16/1943,usa,italy,villa san giovanni,,,a36,38.2,15.65
3/24/1945,usa,philippine islands,cebu,unidentified target,,a20,10.321389,123.754722
4/15/1945,usa,philippine islands,mt mandalagan,unidentified target,,a20,10.66666667,123.25
4/23/1945,usa,philippine islands,legaspi,unidentified target,,a20,13.16666667,123.75
5/3/1945,usa,philippine islands,mt binicayan,unidentified target,,p51,14.7244,121.1903
7/28/1944,usa,china,changesha,unidentified target,,p40,28.2,112.9666667
7/28/1944,usa,burma,myitkyina,buildings,,p40,25.38333333,97.4
7/28/1944,usa,burma,myitkyina,buildings,,p40,25.38333333,97.4
5/11/1945,usa,philippine islands,mt haponang ban,unidentified target,,p51,14.73333333,121.1833333
7/21/1942,usa,,"""4 mi s of ambasi, 3.5 mi offshore""",shipping,,b17,-8.25,148.5
7/21/1942,usa,new guinea,ivo gona,shipping,,b25,-7.8,148.0333333
5/20/1945,usa,philippine islands,echague,troop concentration,,a20,16.75,121.6666667
5/20/1945,usa,philippine islands,malagaya,unidentified target,,a20,16.7,121.65
12/28/1944,usa,french indo china,hamtao,unidentified target,,p51,17.86666667,101.2
7/5/1945,usa,philippine islands,bataan,unidentified target,,p47,13.66666667,121.4166667
7/6/1945,usa,philippine islands,bataan,airdrome,,p47,13.66666667,121.4166667
7/14/1945,usa,french indo china,lang son,communications,,p38,21.9,106.8333333
7/28/1944,usa,celebes islands,lolobata,airdrome,,b24,1.25,128.1166667
7/16/1945,usa,french indo china,hanoi,barges,,p38,21.2,105.8666667
7/23/1945,usa,japan,osaka,sumitomo meral ind,,b29,34.66666667,135.4333333
1/18/1945,usa,french indo china,phulang thuong,bridge,,p38,21.26666667,106.2666667
7/28/1944,usa,marianas islands,tinian,village,,p47,15.03333333,145.8333333
1/29/1945,usa,philippine islands,bataan,ammunition dump,,p38,13.66666667,121.4166667
7/28/1944,new zealand,bismark archipelago,vunapope,supply dump,,f4u,-4.333333333,152.3333333
2/2/1945,usa,philippine islands,butuan,building,,p51,8.916666667,125.6666667
7/28/1944,usa,new guinea,wewak,unidentified target,,p39,-3.583333333,143.6666667
2/3/1945,usa,philippine islands,caballo,gun positions,,a20,14.33333333,120.5833333
2/12/1945,usa,philippine islands,mariveles,unidentified target,,a20,14.41666667,120.5
2/14/1945,usa,philippine islands,caballo,ground installations,,a20,14.33333333,120.5833333
8/6/1945,usa,japan,hiroshima,atomic bomb,,b29,34.4,132.4666667
8/9/1945,usa,japan,nagasaki,atomic bomb,,b29,32.73333333,129.8666667
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
6/25/1945,usa,japan,tokushima,urban area,,b29,34.06666667,134.5666667
6/25/1945,usa,japan,ujiyamada,urban area,,b29,34.5,136.7
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
6/21/1945,usa,japan,akashi,kawasaki ac eng plan,,b29,34.65,134.95
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
6/25/1945,usa,japan,banzai,urban area,,b29,34.13333333,134.4666667
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
6/21/1945,usa,japan,kagamigahara,mirsubishi a c co,,b29,35.4,136.8666667
6/21/1945,usa,japan,kagamigahara,miscellaneous target,,b29,35.4,136.8666667
7/23/1945,usa,japan,susaki,urban area,,b29,33.36666667,133.3
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
7/29/1944,usa,new guinea,utarom,unidentified target,,b25,-3.6166666,133.666666
7/29/1944,usa,new guinea,cape karakra,warehouse,,b25,-2.366666666,132.6666667
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,belfort,r r,"""rr installations,  tracks,  marshalling yards,  and stations""",b17,47.63,6.87
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
7/23/1945,usa,japan,kochi,urban area,,b29,33.56666667,133.5333333
7/29/1944,usa,marianas islands,tinian,ammo dump,,p47,15.03333333,145.8333333
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
7/29/1944,usa,new guinea,yarabos,unidentified target,,p39,-3.533333333,143.55
7/29/1944,usa,marianas islands,tinian,ammo dump,,p47,15.03333333,145.8333333
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
7/29/1944,usa,new guinea,wewak,supplies personnel,,b25,-3.583333333,143.6666667
6/25/1945,usa,japan,kushimoto,urban area,,b29,33.46666667,135.7666667
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
7/29/1944,usa,new guinea,karoeani bay,unidentified,,p39,-2.25,134.1666667
7/29/1944,usa,new guinea,saoeri,village,,p39,-1.083333333,136.3333333
7/29/1944,usa,burma,myitkyina,buildings,,p40,25.38333333,97.4
7/29/1944,usa,burma,myitkyina,gun positions,,p40,25.38333333,97.4
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
6/8/1945,usa,japan,kochi,kochi airfield,,b29,33.53333333,133.6833333
7/29/1944,usa,germany,hildesheim,marshalling yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b17,52.15,9.97
7/29/1944,usa,germany,hildesheim,marshalling yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b17,52.15,9.97
7/29/1944,great britain,germany,frankfurt am main,city area,cities towns and urban areas,light,50.1,8.67
7/29/1944,great britain,germany,frankfurt am main,city area,cities towns and urban areas,light,50.1,8.67
7/29/1944,usa,germany,cuxhaven,unidentified target,unidentified targets,b24,53.88,8.7
7/29/1944,usa,germany,cuxhaven,unidentified target,unidentified targets,b24,53.88,8.7
7/29/1944,usa,germany,cuxhaven,unidentified target,unidentified targets,b24,53.88,8.7
7/29/1944,usa,germany,hildesheim,marshalling yard,"""rr installations,  tracks,  marshalling yards,  and stations""",b17,52.15,9.97
7/29/1944,usa,germany,badsulza,unidentified target,unidentified targets,b17,51.08,11.62
7/29/1944,usa,germany,badsulza,unidentified target,unidentified targets,b17,51.08,11.62
7/29/1944,usa,germany,badsulza,unidentified target,unidentified targets,b17,51.08,11.62
7/29/1944,,germany,merseburg,leuna syn oil plant,synthetic oil refineries,b17,51.35,12.0
7/29/1944,,germany,merseburg,leuna syn oil plant,synthetic oil refineries,b17,51.35,12.0
2/16/1945,usa,burma,mong yai,enemy troops,,p38,22.416667,98.033333
2/16/1945,usa,burma,namhsawng,supply concent,,p38,22.23333333,97.41666667
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
2/16/1945,usa,japan,tokyo,urban area,,b29,35.66666667,139.7
2/16/1945,usa,burma,pang long,troop concentration,,p47,23.18333333,98.75
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
2/16/1945,usa,philippine islands,tuguegarao,unidentified target,,p61,17.66666667,121.75
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
2/16/1945,usa,burma,myingan,town,,b24,20.83333333,95.83333333
2/16/1945,usa,china,hainan island,unidentifield target,,p51,30.6,114.3333333
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,45 40 n 006 20 e,gun positions,gun emplacements,b26,45.67,6.33
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/16/1942,great britain,sicily,catania,,,liberator,37.47,15.06
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
2/16/1945,usa,austria,hall,ord depot,supply dumps and warehouses,b24,47.28,11.5
2/16/1945,usa,austria,hall,ord depot,supply dumps and warehouses,b24,47.28,11.5
2/16/1945,usa,austria,hall,ord depot,supply dumps and warehouses,b24,47.28,11.5
2/16/1945,usa,austria,hall,marshalling yards,"""rr installations,  tracks,  marshalling yards,  and stations""",b17,47.28,11.5
2/16/1945,usa,austria,landsberg,airdrome,air fields and airdromes,b17,46.82,15.23
2/16/1945,usa,austria,landsberg,airdrome,air fields and airdromes,b17,46.82,15.23
2/16/1945,usa,austria,landsberg,airdrome,air fields and airdromes,b17,46.82,15.23
2/16/1945,usa,austria,landsberg,airdrome,air fields and airdromes,b17,46.82,15.23
2/16/1945,usa,austria,landsberg,airdrome,air fields and airdromes,b17,46.82,15.23
2/16/1945,usa,austria,landsberg,airdrome,air fields and airdromes,b17,46.82,15.23
2/16/1945,usa,austria,landsberg,airdrome,air fields and airdromes,b17,46.82,15.23
2/16/1945,usa,austria,landsberg,airdrome,air fields and airdromes,b17,46.82,15.23
2/16/1945,usa,austria,landsberg,airdrome,air fields and airdromes,b17,46.82,15.23
2/16/1945,usa,germany,lechfeld,airdrome,air fields and airdromes,b17,48.17,10.87
2/16/1945,usa,germany,lechfeld,airdrome,air fields and airdromes,b17,48.17,10.87
2/16/1945,usa,germany,lechfeld,airdrome,air fields and airdromes,b17,48.17,10.87
2/16/1945,usa,germany,47 00 n 017 00 e,train,"""rr installations,  tracks,  marshalling yards,  and stations""",b24,47.0,17.0
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,ile de cezembre,unidentified target,unidentified targets,a20,48.67,-2.07
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
3/28/1945,usa,french indo china mining,phnom penn,goh si chang channel,,b29,11.58333333,104.9333333
6/21/1945,usa,japan,yokkaichi,utsube oil refinery,,b29,34.93333333,136.6333333
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,ile de cezembre,unidentified target,unidentified targets,b26,48.67,-2.07
8/11/1944,usa,france,ile de cezembre,unidentified target,unidentified targets,b26,48.67,-2.07
4/8/1945,usa,china,eeishihkuan [beitan],railroad bridge,,p51,34.741576,112.944802
1/25/1945,usa,thailand or siam mining,bangkok,miscellaneous target,,b29,13.76666667,100.4833333
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
2/16/1945,usa,germany,burgsteinfurt,city area,cities towns and urban areas,b24,52.17,7.35
2/16/1945,usa,germany,burgsteinfurt,city area,cities towns and urban areas,b24,52.17,7.35
2/16/1945,usa,germany,burgsteinfurt,city area,cities towns and urban areas,b24,52.17,7.35
2/16/1945,usa,germany,burgsteinfurt,city area,cities towns and urban areas,b24,52.17,7.35
2/16/1945,usa,germany,burgsteinfurt,city area,cities towns and urban areas,b24,52.17,7.35
2/16/1945,usa,germany,burgsteinfurt,city area,cities towns and urban areas,b24,52.17,7.35
2/16/1945,usa,germany,49 20 n 011 40 e,railroad,"""rr installations,  tracks,  marshalling yards,  and stations""",b24,49.33,11.67
2/16/1945,usa,germany,50 40 n 007 00 e,bridge,bridges,a20,50.67,7.0
2/16/1945,usa,germany,50 40 n 007 00 e,bridge,bridges,a20,50.67,7.0
2/16/1945,usa,germany,50 40 n 009 20 e,r r cars,moving trains & rolling stock,b26,50.67,9.33
2/16/1945,usa,germany,50 40 n 009 20 e,r r cars,moving trains & rolling stock,b26,50.67,9.33
2/16/1945,usa,germany,51 40 n 006 40 e,unidentified targets,unidentified targets,b17,51.67,6.67
2/16/1945,usa,germany,51 40 n 006 40 e,unidentified targets,unidentified targets,b17,51.67,6.67
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
2/20/1944,usa,bismark archipelago,st georges channel,unidentified target,,b24,-5.283333333,152.55
8/11/1944,usa,france,brest,strong points,tactical targets: (unidentified or not listed below),b17,48.4,-4.5
8/11/1944,usa,france,oissel,unidentified target,unidentified targets,b26,49.35,6.0
7/28/1944,usa,celebes islands,almahera,unidentified target,,b24,1.0,128.0
6/28/1945,usa,bismark archipelago,2 47 s 141 4,unidentified target,,b24,-2.783333333,141.7
8/11/1944,usa,france,ile de cezembre,unidentified target,unidentified targets,b26,48.67,-2.07
1/1/1945,usa,formosa and ryukyu islands,5 15 s 120 0,plantation,,b24,5.25,120.15
9/3/1944,usa,palau islands,koror island,town,,b24,7.333333333,134.5
6/28/1945,usa,bismark archipelago,3 14 s 143 3,enemy ship,,b24,-3.233333333,143.5833333
8/11/1944,usa,france,belfort,r r,"""rr installations,  tracks,  marshalling yards,  and stations""",b17,47.63,6.87
9/2/1944,usa,palau islands,arakabesan island,seaplane base,,b24,7.35,134.45
11/20/1943,usa,china,tzeli,unidentified target,,b25,29.43333333,110.9833333
3/7/1944,usa,solomon islands,monoitu,bridge,,b24,-6.683333333,155.4333333
8/11/1944,usa,france,ile de cezembre,unidentified target,unidentified targets,b26,48.67,-2.07
8/11/1944,usa,france,ile de cezembre,unidentified target,unidentified targets,b26,48.67,-2.07
8/13/1944,usa,celebes islands,almahera,unidentified target,,b24,1.0,128.0
6/29/1945,usa,bismark archipelago,2 03 s 148 3,unidentified target,,b24,-2.05,148.5833333
2/19/1944,usa,solomon islands,bonis,airdrome,,b24,-5.433333333,154.7166667
3/28/1945,usa,philippine islands,aparri,town,,b25,18.33333333,121.6666667
6/29/1945,usa,bismark archipelago,2 10 s 140 0,enemy ship,,b24,-2.166666667,140.0
5/15/1945,usa,formosa and ryukyu islands,shinchiku,buildings,,b24,24.8,120.9666667
6/16/1944,usa,formosa and ryukyu islands,1 50 n 129 0,unidentified target,,b24,1.833333333,129.0
6/21/1944,usa,solomon islands,pelau island,unidentified target,,b24,-5.216666667,159.45
8/16/1943,usa,italy,cosenza,,,a36,39.27,16.25
7/31/1945,usa,japan,kanoya,air field,,p61,31.36666667,130.8333333
8/4/1945,usa,japan,kanoya,air field,,p61,31.36666667,130.8333333
6/22/1944,usa,new guinea,koroku,unidentified target,,b24,-3.083333333,142.0
7/18/1944,usa,marianas islands,tinian,gun positions,,p47,15.03333333,145.8333333
7/19/1944,usa,palau islands,yap island,dispersal area,,b24,9.533333333,138.1333333
2/10/1945,usa,philippine islands,manila,area,,p47,14.58333333,121.0
8/16/1943,usa,france,beaumdnt le roger,airdrome,air fields and airdromes,b26,49.07,0.78
8/16/1943,usa,france,beaumdnt le roger,airdrome,air fields and airdromes,b26,49.07,0.78
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,abbeville,,air fields and airdromes,b17,50.1,1.83
8/16/1943,,france,abbeville,,air fields and airdromes,b17,50.1,1.83
8/16/1943,,france,abbeville,,air fields and airdromes,b17,50.1,1.83
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,poix,a d,air fields and airdromes,b17,49.78,1.98
8/16/1943,,france,poix,a d,air fields and airdromes,b17,49.78,1.98
8/16/1943,,france,poix,a d,air fields and airdromes,b17,49.78,1.98
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,le bourget,airdrome,air fields and airdromes,b17,48.96,2.43
8/16/1943,,france,abbeville,,air fields and airdromes,b17,50.1,1.83
